2.604999999999999677e-03,2.139044999999999974e-01
2.609999999999999907e-03,1.773958999999999953e-01
2.614999999999999703e-03,1.428017000000000036e-01
2.619999999999999933e-03,1.100533999999999957e-01
2.624999999999999729e-03,7.915099000000000440e-02
2.629999999999999959e-03,4.968434000000000045e-02
2.634999999999999756e-03,2.179015000000000118e-02
2.639999999999999986e-03,-4.258093000000000121e-03
2.644999999999999782e-03,-2.928081999999999907e-02
2.650000000000000012e-03,-5.314127999999999907e-02
2.654999999999999808e-03,-7.556601999999999764e-02
2.660000000000000038e-03,-9.682849999999999790e-02
2.664999999999999834e-03,-1.173388999999999960e-01
2.670000000000000064e-03,-1.363453000000000026e-01
2.674999999999999861e-03,-1.546678999999999971e-01
2.680000000000000090e-03,-1.718282999999999894e-01
2.684999999999999887e-03,-1.885101000000000138e-01
2.689999999999999683e-03,-2.038928999999999880e-01
2.694999999999999913e-03,-2.187971999999999972e-01
2.699999999999999709e-03,-2.327442999999999873e-01
2.704999999999999939e-03,-2.461444000000000132e-01
2.709999999999999735e-03,-2.589975999999999945e-01
2.714999999999999965e-03,-2.708937000000000150e-01
2.719999999999999762e-03,-2.821743999999999919e-01
2.724999999999999992e-03,-2.931133000000000211e-01
2.729999999999999788e-03,-3.033684999999999854e-01
2.735000000000000018e-03,-3.130767999999999884e-01
2.739999999999999814e-03,-3.223064999999999958e-01
