7.417405999999999652e-03,1.606149999999999982e-03
7.143934999999999695e-03,2.387955999999999944e-04
7.554141999999999801e-03,2.221460000000000188e-03
9.947011999999999868e-03,7.857374000000000303e-04
1.028885000000000043e-02,2.494929999999999804e-03
1.275009000000000038e-02,3.657182000000000141e-03
1.233987999999999925e-02,3.315343000000000109e-03
1.418581000000000009e-02,5.092903999999999660e-03
1.411744000000000020e-02,4.614329999999999821e-03
1.712562000000000112e-02,5.229639000000000336e-03
1.903991999999999837e-02,6.391889999999999898e-03
1.951848999999999945e-02,6.255155000000000090e-03
1.938176000000000135e-02,8.032716000000000509e-03
2.156951999999999828e-02,6.050052000000000207e-03
2.355219000000000062e-02,1.022048000000000054e-02
2.403076000000000170e-02,9.468437999999999161e-03
2.615015999999999868e-02,8.579658000000000423e-03
2.731240999999999877e-02,1.097252999999999944e-02
2.922670999999999950e-02,1.192967999999999980e-02
2.779099000000000153e-02,1.131437000000000068e-02
3.025223000000000148e-02,1.110925999999999927e-02
3.243999000000000188e-02,1.104089999999999933e-02
3.216651999999999706e-02,1.343376999999999939e-02
3.585838000000000220e-02,1.370724000000000074e-02
3.592675000000000035e-02,1.350212999999999934e-02
3.640531999999999796e-02,1.610011000000000081e-02
3.879819000000000323e-02,1.329702999999999961e-02
3.968697000000000197e-02,1.753582999999999878e-02
4.207984000000000030e-02,1.787766999999999828e-02
4.084921999999999859e-02,1.657867999999999842e-02
4.180637000000000242e-02,1.883481999999999865e-02
4.556658999999999710e-02,1.835623999999999936e-02
4.365229999999999805e-02,1.869807999999999887e-02
4.625027000000000305e-02,1.903991999999999837e-02
4.891660999999999926e-02,1.815113999999999964e-02
4.823294000000000192e-02,2.088585000000000094e-02
5.144622000000000084e-02,2.184300000000000130e-02
5.076254000000000183e-02,2.115931999999999882e-02
5.199315999999999660e-02,2.375729000000000035e-02
5.554827999999999849e-02,1.986032999999999896e-02
5.534317999999999876e-02,2.512464999999999837e-02
5.807789000000000007e-02,2.539811999999999972e-02
5.718911000000000133e-02,2.355219000000000062e-02
5.828298999999999980e-02,2.573995999999999923e-02
6.211157999999999957e-02,2.423586999999999964e-02
6.019729000000000052e-02,2.567159000000000107e-02
6.470955999999999930e-02,2.854303000000000048e-02
6.293200000000000183e-02,2.642363000000000003e-02
6.443609000000000142e-02,2.772261999999999990e-02
6.853815000000000601e-02,2.956854999999999900e-02
6.771773999999999849e-02,2.806445999999999941e-02
6.785447000000000006e-02,3.011549000000000170e-02
7.181980000000000308e-02,2.874813999999999842e-02
7.168306000000000677e-02,3.155121000000000314e-02
7.318715000000000637e-02,3.271345999999999976e-02
7.523818999999999646e-02,2.991038999999999851e-02
